hotel;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;reserved_room_type;assigned_room_type;deposit_type;reservation_status;reservation_status_date;last_updated
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;16/07/2015;16/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
City Hotel;2015;July;30;25;2;1;1;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;28/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Check-Out;28/07/2015;28/07/2015
City Hotel;2015;July;30;25;2;1;1;0;0;HB;ITA;A;A;No Deposit;Check-Out;28/07/2015;28/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;16/07/2015;16/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;16/07/2015;16/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;28/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;28/07/2015
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;D;No Deposit;Check-Out;28/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;16/07/2015;
City Hotel;2015;July;30;25;2;1;3;0;0;HB;PRT;A;D;No Deposit;Check-Out;28/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;1;2;0;0;HB;ITA;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;1;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;29/07/2015
City Hotel;2015;July;30;25;2;2;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;1;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;29/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
City Hotel;2015;July;30;25;2;2;2;0;0;BB;ITA;A;A;No Deposit;Check-Out;29/07/2015;29/07/2015
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
City Hotel;2015;July;30;25;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;22/07/2015
